job_title,Skills_Text,Skills_Text_Display,Cluster,Role
Machine Learning Engineer,"aws, c, data science, machine learning, python, r, scala, sql","aws, c, data science, machine learning, python, r, scala, sql",1,"Cluster 1 (c, r, data science, machine learning, scala)"
"Machine Learning Engineer, Level 4","aws, c, machine learning, pytorch, r, scala, spark, tensorflow","aws, c, machine learning, pytorch, r, scala, spark, tensorflow",6,"Cluster 6 (pytorch, tensorflow, c, machine learning, r)"
Machine Learning Engineer,"c, c++, cloud computing, data science, deep learning, feature engineering, java, machine learning, python, pytorch, r, scala, spark, sql, tensorflow","c, c++, cloud computing, data science, deep learning, feature engineering, java, machine learning, p...",2,"Cluster 2 (c++, pytorch, c, python, tensorflow)"
Machine Learning Engineer,"c, machine learning, python, r, software engineering, spark, sql","c, machine learning, python, r, software engineering, spark, sql",1,"Cluster 1 (c, r, data science, machine learning, scala)"
Data Science Intern/ AI/ML Engineer Intern - Summer 2025,"c, data science, feature engineering, machine learning, python, r, sql","c, data science, feature engineering, machine learning, python, r, sql",1,"Cluster 1 (c, r, data science, machine learning, scala)"
Machine Learning Engineer Intern (Search E-commerce) - 2025 Summer (MS),"aws, c, machine learning, nlp, r","aws, c, machine learning, nlp, r",5,"Cluster 5 (aws, nlp, c, r, machine learning)"
Software Engineer Intern - ML Simulation,"c, deep learning, large language models, machine learning, nlp, python, pytorch, r, scala, tensorflow","c, deep learning, large language models, machine learning, nlp, python, pytorch, r, scala, tensorflo...",4,"Cluster 4 (large language models, scala, c, aws, r)"
Machine Learning Engineer,"c, data science, data visualization, feature engineering, git, java, javascript, machine learning, python, r, scala, software engineering","c, data science, data visualization, feature engineering, git, java, javascript, machine learning, p...",1,"Cluster 1 (c, r, data science, machine learning, scala)"
Machine Learning Engineer,"aws, c, databases, large language models, machine learning, nlp, r, scala","aws, c, databases, large language models, machine learning, nlp, r, scala",4,"Cluster 4 (large language models, scala, c, aws, r)"
"Software Engineer (New Grad), Search Feed","c, c++, css, data science, html, java, javascript, r, scala, sql","c, c++, css, data science, html, java, javascript, r, scala, sql",1,"Cluster 1 (c, r, data science, machine learning, scala)"
Machine Learning Engineer Graduate (Content Ecology) - 2025 Start (MS),"aws, c, c++, computer vision, large language models, machine learning, nlp, python, pytorch, r, tensorflow","aws, c, c++, computer vision, large language models, machine learning, nlp, python, pytorch, r, tens...",2,"Cluster 2 (c++, pytorch, c, python, tensorflow)"
"Machine Learning Engineer, Robotics","c, computer vision, data science, deep learning, machine learning, python, r","c, computer vision, data science, deep learning, machine learning, python, r",1,"Cluster 1 (c, r, data science, machine learning, scala)"
"Software Engineer, Machine Learning (Multiple Levels) - Slack","c, databases, hadoop, java, large language models, machine learning, nlp, python, pytorch, r, scala, software engineering, spark, tensorflow","c, databases, hadoop, java, large language models, machine learning, nlp, python, pytorch, r, scala,...",4,"Cluster 4 (large language models, scala, c, aws, r)"
Data Scientist,"c, data analytics, data science, python, r, scala, sql","c, data analytics, data science, python, r, scala, sql",1,"Cluster 1 (c, r, data science, machine learning, scala)"
"Machine Learning Engineer, Runtime Optimization","c, c++, deep learning, machine learning, pytorch, r, tensorflow","c, c++, deep learning, machine learning, pytorch, r, tensorflow",2,"Cluster 2 (c++, pytorch, c, python, tensorflow)"
Senior/Lead Machine Learning Engineer,"aws, azure, c, computer vision, gcp, pytorch, r","aws, azure, c, computer vision, gcp, pytorch, r",3,"Cluster 3 (gcp, kubernetes, aws, azure, docker)"
Machine Learning Engineer,"aws, c, data science, databricks, machine learning, nlp, pandas, python, pytorch, r, software engineering, transformers","aws, c, data science, databricks, machine learning, nlp, pandas, python, pytorch, r, software engine...",5,"Cluster 5 (aws, nlp, c, r, machine learning)"
Machine Learning Engineer,"c, machine learning, python, r, scala, software engineering","c, machine learning, python, r, scala, software engineering",1,"Cluster 1 (c, r, data science, machine learning, scala)"
"Machine Learning Engineer, Level 4","aws, c, machine learning, pytorch, r, scala, spark, tensorflow","aws, c, machine learning, pytorch, r, scala, spark, tensorflow",6,"Cluster 6 (pytorch, tensorflow, c, machine learning, r)"
Machine Learning Engineer,"aws, c, gcp, machine learning, nlp, python, r, sql","aws, c, gcp, machine learning, nlp, python, r, sql",5,"Cluster 5 (aws, nlp, c, r, machine learning)"
Machine Learning Engineer,"c, data science, gcp, machine learning, python, r, scala","c, data science, gcp, machine learning, python, r, scala",1,"Cluster 1 (c, r, data science, machine learning, scala)"
ML & Data Science Engineer,"c, machine learning, matlab, numpy, pandas, python, r, software engineering, sql","c, machine learning, matlab, numpy, pandas, python, r, software engineering, sql",0,"Cluster 0 (pandas, numpy, tensorflow, pytorch, machine learning)"
Machine Learning Engineer,"c, data science, machine learning, power bi, python, pytorch, r, spark, sql, tensorflow","c, data science, machine learning, power bi, python, pytorch, r, spark, sql, tensorflow",6,"Cluster 6 (pytorch, tensorflow, c, machine learning, r)"
AI/Machine Learning Engineer,"aws, azure, c, data science, gcp, machine learning, nlp, python, pytorch, r, scala, tensorflow, transformers","aws, azure, c, data science, gcp, machine learning, nlp, python, pytorch, r, scala, tensorflow, tran...",3,"Cluster 3 (gcp, kubernetes, aws, azure, docker)"
Machine Learning Engineer Intern (E-commerce-Recommendation) - 2025 Summer/Fall (BS/MS),"aws, c, computer vision, deep learning, machine learning, pytorch, r, tensorflow","aws, c, computer vision, deep learning, machine learning, pytorch, r, tensorflow",6,"Cluster 6 (pytorch, tensorflow, c, machine learning, r)"
Machine Learning Engineer,"aws, azure, c, databases, gcp, git, machine learning, python, pytorch, r, sql","aws, azure, c, databases, gcp, git, machine learning, python, pytorch, r, sql",3,"Cluster 3 (gcp, kubernetes, aws, azure, docker)"
Machine Learning Engineer - Conversation AI,"aws, c, machine learning, nlp, python, r, scikit learn, spark","aws, c, machine learning, nlp, python, r, scikit learn, spark",5,"Cluster 5 (aws, nlp, c, r, machine learning)"
Machine Learning Engineer - E-commerce Recommendation,"aws, c, c++, deep learning, feature engineering, machine learning, neural networks, python, pytorch, r, tensorflow","aws, c, c++, deep learning, feature engineering, machine learning, neural networks, python, pytorch,...",2,"Cluster 2 (c++, pytorch, c, python, tensorflow)"
Machine Learning Engineer,"c, cloud computing, data science, feature engineering, large language models, machine learning, nlp, pandas, r","c, cloud computing, data science, feature engineering, large language models, machine learning, nlp,...",4,"Cluster 4 (large language models, scala, c, aws, r)"
Machine Learning Engineer,"aws, c, computer vision, kubernetes, nlp, python, pytorch, r, software engineering, tensorflow","aws, c, computer vision, kubernetes, nlp, python, pytorch, r, software engineering, tensorflow",6,"Cluster 6 (pytorch, tensorflow, c, machine learning, r)"
Software Engineer - Post-training Data,"c, r","c, r",1,"Cluster 1 (c, r, data science, machine learning, scala)"
Machine Learning Engineer,"c, deep learning, gcp, hadoop, machine learning, neural networks, python, pytorch, r, scala, sql, tensorflow","c, deep learning, gcp, hadoop, machine learning, neural networks, python, pytorch, r, scala, sql, te...",6,"Cluster 6 (pytorch, tensorflow, c, machine learning, r)"
Machine Learning Engineer,"c, data visualization, deep learning, docker, git, kubernetes, machine learning, nlp, python, pytorch, r, tensorflow","c, data visualization, deep learning, docker, git, kubernetes, machine learning, nlp, python, pytorc...",3,"Cluster 3 (gcp, kubernetes, aws, azure, docker)"
Data Science Intern/ AI/ML Engineer Intern - Summer 2025,"c, data science, feature engineering, machine learning, python, r, sql","c, data science, feature engineering, machine learning, python, r, sql",1,"Cluster 1 (c, r, data science, machine learning, scala)"
"Software Engineer, Map ML Platform","c, machine learning, r, scala","c, machine learning, r, scala",1,"Cluster 1 (c, r, data science, machine learning, scala)"
Machine Learning Engineer,"c, machine learning, r, software engineering","c, machine learning, r, software engineering",1,"Cluster 1 (c, r, data science, machine learning, scala)"
Machine Learning Engineer,"aws, c, data science, databases, deep learning, large language models, machine learning, python, pytorch, r, scala, software engineering, tensorflow","aws, c, data science, databases, deep learning, large language models, machine learning, python, pyt...",4,"Cluster 4 (large language models, scala, c, aws, r)"
"Machine Learning Engineer, AGIF | Finetuning","aws, c, r","aws, c, r",5,"Cluster 5 (aws, nlp, c, r, machine learning)"
Machine Learning Engineer,"c, c++, cloud computing, data science, deep learning, feature engineering, java, machine learning, python, pytorch, r, scala, spark, sql, tensorflow","c, c++, cloud computing, data science, deep learning, feature engineering, java, machine learning, p...",2,"Cluster 2 (c++, pytorch, c, python, tensorflow)"
AI Machine Learning Engineer,"aws, azure, c, data science, gcp, git, machine learning, r","aws, azure, c, data science, gcp, git, machine learning, r",3,"Cluster 3 (gcp, kubernetes, aws, azure, docker)"
Machine Learning Engineer - LLM,"c, data analytics, databricks, deep learning, large language models, machine learning, python, pytorch, r, scala, software engineering","c, data analytics, databricks, deep learning, large language models, machine learning, python, pytor...",4,"Cluster 4 (large language models, scala, c, aws, r)"
Machine Learning Engineer - Fine Tuning,"aws, azure, c, gcp, large language models, machine learning, pytorch, r, scala, spark, transformers","aws, azure, c, gcp, large language models, machine learning, pytorch, r, scala, spark, transformers",3,"Cluster 3 (gcp, kubernetes, aws, azure, docker)"
Machine Learning Engineer,"aws, c, docker, java, kubernetes, machine learning, python, r, scala","aws, c, docker, java, kubernetes, machine learning, python, r, scala",3,"Cluster 3 (gcp, kubernetes, aws, azure, docker)"
"Machine Learning Engineer, Search Recommendation","aws, c, machine learning, nlp, r","aws, c, machine learning, nlp, r",5,"Cluster 5 (aws, nlp, c, r, machine learning)"
"Machine Learning Engineer (L5 - Senior) , Ads Inventory Management & Forecasting","c, r, scala, spark","c, r, scala, spark",1,"Cluster 1 (c, r, data science, machine learning, scala)"
Machine Learning Engineer,"c, computer vision, machine learning, python, r","c, computer vision, machine learning, python, r",1,"Cluster 1 (c, r, data science, machine learning, scala)"
Machine Learning Engineer,"aws, azure, c, databases, gcp, java, javascript, machine learning, nlp, python, r, scala, software engineering","aws, azure, c, databases, gcp, java, javascript, machine learning, nlp, python, r, scala, software e...",3,"Cluster 3 (gcp, kubernetes, aws, azure, docker)"
Machine Learning Engineer,"aws, c, git, github, large language models, machine learning, python, r, typescript","aws, c, git, github, large language models, machine learning, python, r, typescript",4,"Cluster 4 (large language models, scala, c, aws, r)"
Machine Learning Engineer,"c, data science, gcp, machine learning, python, r, scala","c, data science, gcp, machine learning, python, r, scala",1,"Cluster 1 (c, r, data science, machine learning, scala)"
Software Engineer (New Grad),"c, r, scala","c, r, scala",1,"Cluster 1 (c, r, data science, machine learning, scala)"
Machine Learning Engineer,"aws, c, deep learning, diffusion models, machine learning, ml-ops, python, pytorch, r, tensorflow, transformers","aws, c, deep learning, diffusion models, machine learning, ml-ops, python, pytorch, r, tensorflow, t...",6,"Cluster 6 (pytorch, tensorflow, c, machine learning, r)"
AI & Machine Learning Engineer,"c, c++, computer vision, deep learning, machine learning, python, pytorch, r, scala, tensorflow","c, c++, computer vision, deep learning, machine learning, python, pytorch, r, scala, tensorflow",2,"Cluster 2 (c++, pytorch, c, python, tensorflow)"
Machine Learning Engineer,"aws, c, computer vision, distributed training algorithms, machine learning, python, pytorch, r, tensorflow","aws, c, computer vision, distributed training algorithms, machine learning, python, pytorch, r, tens...",6,"Cluster 6 (pytorch, tensorflow, c, machine learning, r)"
"Senior Data Scientist, Experimentation","c, data science, python, r, scala, sql, statistical modeling, tableau","c, data science, python, r, scala, sql, statistical modeling, tableau",1,"Cluster 1 (c, r, data science, machine learning, scala)"
"Software Engineer, ML Research","c, large language models, neural networks, r, scala, software engineering","c, large language models, neural networks, r, scala, software engineering",4,"Cluster 4 (large language models, scala, c, aws, r)"
Machine Learning Engineer,"agentic frameworks, c, computer vision, data science, databases, machine learning, python, r, software engineering","agentic frameworks, c, computer vision, data science, databases, machine learning, python, r, softwa...",1,"Cluster 1 (c, r, data science, machine learning, scala)"
"AI/Machine Learning (ML) Engineer – New York (Hybrid) – Competitive Salary + Equity + Opportunity to work with an Ambitious, Rapidly-Growing Start-Up","aws, azure, c, databases, deep learning, docker, gcp, kubernetes, machine learning, python, pytorch, r, software engineering, sql, tensorflow","aws, azure, c, databases, deep learning, docker, gcp, kubernetes, machine learning, python, pytorch,...",3,"Cluster 3 (gcp, kubernetes, aws, azure, docker)"
Machine Learning Engineer II - Ads Response Prediction,"c, deep learning, machine learning, pandas, python, r, spark, sql, tensorflow","c, deep learning, machine learning, pandas, python, r, spark, sql, tensorflow",0,"Cluster 0 (pandas, numpy, tensorflow, pytorch, machine learning)"
"Machine Learning Engineer, Level 5","aws, c, machine learning, pytorch, r, scala, spark, tensorflow","aws, c, machine learning, pytorch, r, scala, spark, tensorflow",6,"Cluster 6 (pytorch, tensorflow, c, machine learning, r)"
"Software Engineer, Machine Learning (Multiple Levels) - Slack","c, databases, hadoop, java, large language models, machine learning, nlp, python, pytorch, r, scala, software engineering, spark, tensorflow","c, databases, hadoop, java, large language models, machine learning, nlp, python, pytorch, r, scala,...",4,"Cluster 4 (large language models, scala, c, aws, r)"
Machine Learning Engineer Graduate (Large Language Models & Generative AI-US) - 2025 Start (BS/MS),"aws, azure, c, c++, deep learning, gcp, hadoop, large language models, machine learning, python, pytorch, r, spark, tensorflow","aws, azure, c, c++, deep learning, gcp, hadoop, large language models, machine learning, python, pyt...",3,"Cluster 3 (gcp, kubernetes, aws, azure, docker)"
"Software Engineer, Machine Learning","c, git, java, javascript, machine learning, python, pytorch, r, scala, tensorflow","c, git, java, javascript, machine learning, python, pytorch, r, scala, tensorflow",6,"Cluster 6 (pytorch, tensorflow, c, machine learning, r)"
Data Scientist Intern,"aws, azure, c, data science, data visualization, data wrangling, hadoop, machine learning, power bi, python, pytorch, r, scala, spark, tableau","aws, azure, c, data science, data visualization, data wrangling, hadoop, machine learning, power bi,...",1,"Cluster 1 (c, r, data science, machine learning, scala)"
"Senior Machine Learning Engineer, Recommendations","c, machine learning, python, r","c, machine learning, python, r",1,"Cluster 1 (c, r, data science, machine learning, scala)"
"Machine Learning Engineer, RAG","c, databases, deep learning, docker, hadoop, java, machine learning, neural networks, nlp, python, pytorch, r, scala, software engineering, spark, sql, tensorflow","c, databases, deep learning, docker, hadoop, java, machine learning, neural networks, nlp, python, p...",6,"Cluster 6 (pytorch, tensorflow, c, machine learning, r)"
Data Scientist,"c, data science, html, python, r, scala, spark, sql, tableau","c, data science, html, python, r, scala, spark, sql, tableau",1,"Cluster 1 (c, r, data science, machine learning, scala)"
"Data Scientist, AI/ML Drug Discovery","aws, c, data analytics, data science, python, r","aws, c, data analytics, data science, python, r",5,"Cluster 5 (aws, nlp, c, r, machine learning)"
Machine Learning Engineer,"c, databases, git, github, machine learning, mongodb, numpy, python, pytorch, r, software engineering, sql","c, databases, git, github, machine learning, mongodb, numpy, python, pytorch, r, software engineerin...",0,"Cluster 0 (pandas, numpy, tensorflow, pytorch, machine learning)"
"Software Engineer, Machine Learning (Multiple Levels) - Slack","c, databases, hadoop, java, large language models, machine learning, nlp, python, pytorch, r, scala, software engineering, spark, tensorflow","c, databases, hadoop, java, large language models, machine learning, nlp, python, pytorch, r, scala,...",4,"Cluster 4 (large language models, scala, c, aws, r)"
"Machine Learning Engineer - LLM, AI & Robotics","c, computer vision, deep learning, large language models, machine learning, nlp, python, r","c, computer vision, deep learning, large language models, machine learning, nlp, python, r",4,"Cluster 4 (large language models, scala, c, aws, r)"
"Software Engineer, Data Platform","c, data science, figma, r, spark","c, data science, figma, r, spark",1,"Cluster 1 (c, r, data science, machine learning, scala)"
Machine Learning Engineer Graduate (Ads Core Global) - 2025 Start (BS/MS),"aws, c, c++, deep learning, linux, machine learning, python, pytorch, r, tensorflow","aws, c, c++, deep learning, linux, machine learning, python, pytorch, r, tensorflow",2,"Cluster 2 (c++, pytorch, c, python, tensorflow)"
Senior Machine Learning Model Engineer,"aws, c, databases, git, machine learning, python, pytorch, r, scala, software engineering, spark, sql, tensorflow","aws, c, databases, git, machine learning, python, pytorch, r, scala, software engineering, spark, sq...",6,"Cluster 6 (pytorch, tensorflow, c, machine learning, r)"
Machine Learning Engineer,"aws, azure, c, cloud computing, data science, databricks, docker, feature engineering, gcp, git, kubernetes, machine learning, python, r, scala, software engineering","aws, azure, c, cloud computing, data science, databricks, docker, feature engineering, gcp, git, kub...",3,"Cluster 3 (gcp, kubernetes, aws, azure, docker)"
"Machine Learning Engineer, AI Platform (FULLY REMOTE, USA ONLY)","aws, azure, c, databases, docker, gcp, git, kubernetes, machine learning, python, pytorch, r, scala, software engineering, sql, tensorflow","aws, azure, c, databases, docker, gcp, git, kubernetes, machine learning, python, pytorch, r, scala,...",3,"Cluster 3 (gcp, kubernetes, aws, azure, docker)"
Software Engineer - Machine Learning Platform,"c, c++, git, github, java, kubernetes, machine learning, python, pytorch, r, scala, tensorflow","c, c++, git, github, java, kubernetes, machine learning, python, pytorch, r, scala, tensorflow",2,"Cluster 2 (c++, pytorch, c, python, tensorflow)"
Data Scientist,"aws, azure, c, data science, data visualization, gcp, git, machine learning, numpy, pandas, power bi, python, pytorch, r, scala, sql, statistical modeling, tableau, tensorflow","aws, azure, c, data science, data visualization, gcp, git, machine learning, numpy, pandas, power bi...",0,"Cluster 0 (pandas, numpy, tensorflow, pytorch, machine learning)"
Machine Learning Engineer,"aws, c, machine learning, python, r, spark","aws, c, machine learning, python, r, spark",5,"Cluster 5 (aws, nlp, c, r, machine learning)"
Machine Learning Engineer Graduate (Search Ads) - 2025 Start (BS/MS),"aws, c, c++, deep learning, feature engineering, machine learning, nlp, python, r","aws, c, c++, deep learning, feature engineering, machine learning, nlp, python, r",5,"Cluster 5 (aws, nlp, c, r, machine learning)"
"Software Engineer II, ML Platform","c, computer vision, data science, git, github, java, python, r, scala, software engineering","c, computer vision, data science, git, github, java, python, r, scala, software engineering",1,"Cluster 1 (c, r, data science, machine learning, scala)"
Machine Learning Engineer,"aws, azure, c, c++, data science, deep learning, gcp, large language models, machine learning, python, r, spark, sql","aws, azure, c, c++, data science, deep learning, gcp, large language models, machine learning, pytho...",3,"Cluster 3 (gcp, kubernetes, aws, azure, docker)"
Machine Learning Engineer,"aws, c, data science, databases, hadoop, machine learning, numpy, pandas, power bi, python, pytorch, r, spark, tableau, tensorflow","aws, c, data science, databases, hadoop, machine learning, numpy, pandas, power bi, python, pytorch,...",0,"Cluster 0 (pandas, numpy, tensorflow, pytorch, machine learning)"
Machine Learning Engineer,"c, computer vision, git, python, r","c, computer vision, git, python, r",1,"Cluster 1 (c, r, data science, machine learning, scala)"
Machine Learning Engineer - Fine Tuning,"aws, azure, c, gcp, large language models, machine learning, pytorch, r, scala, spark, transformers","aws, azure, c, gcp, large language models, machine learning, pytorch, r, scala, spark, transformers",3,"Cluster 3 (gcp, kubernetes, aws, azure, docker)"
Senior Data Scientist,"c, data science, data visualization, git, machine learning, neural networks, nlp, python, pytorch, r, scala, tensorflow","c, data science, data visualization, git, machine learning, neural networks, nlp, python, pytorch, r...",6,"Cluster 6 (pytorch, tensorflow, c, machine learning, r)"
Machine Learning Engineer,"aws, c, databases, java, javascript, machine learning, node.js, numpy, python, pytorch, r, tensorflow, typescript","aws, c, databases, java, javascript, machine learning, node.js, numpy, python, pytorch, r, tensorflo...",6,"Cluster 6 (pytorch, tensorflow, c, machine learning, r)"
"Machine Learning Engineer, Platform","aws, c, docker, git, machine learning, python, pytorch, r, sql","aws, c, docker, git, machine learning, python, pytorch, r, sql",3,"Cluster 3 (gcp, kubernetes, aws, azure, docker)"
Software Engineer (Entry to Mid-Level),"aws, c, css, html, java, javascript, python, r, rest api, software engineering","aws, c, css, html, java, javascript, python, r, rest api, software engineering",1,"Cluster 1 (c, r, data science, machine learning, scala)"
Machine Learning Engineer,"aws, azure, c, cloud computing, computer vision, data science, data wrangling, deep learning, docker, feature engineering, gcp, git, hadoop, java, kubernetes, machine learning, python, pytorch, r, scala, software engineering, spark, sql, tensorflow","aws, azure, c, cloud computing, computer vision, data science, data wrangling, deep learning, docker...",3,"Cluster 3 (gcp, kubernetes, aws, azure, docker)"
"Software Engineer, Machine Learning","c, git, java, javascript, machine learning, python, pytorch, r, scala, tensorflow","c, git, java, javascript, machine learning, python, pytorch, r, scala, tensorflow",6,"Cluster 6 (pytorch, tensorflow, c, machine learning, r)"
Machine Learning Engineer,"c, data science, gcp, machine learning, python, r, scala","c, data science, gcp, machine learning, python, r, scala",1,"Cluster 1 (c, r, data science, machine learning, scala)"
Machine Learning Engineer,"c, c++, computer vision, deep learning, machine learning, nlp, python, r, scala","c, c++, computer vision, deep learning, machine learning, nlp, python, r, scala",2,"Cluster 2 (c++, pytorch, c, python, tensorflow)"
"Software Engineer, Machine Learning","c, git, java, javascript, machine learning, python, pytorch, r, scala, tensorflow","c, git, java, javascript, machine learning, python, pytorch, r, scala, tensorflow",6,"Cluster 6 (pytorch, tensorflow, c, machine learning, r)"
"Machine Learning Engineer, Search Recommendation","aws, c, machine learning, nlp, r","aws, c, machine learning, nlp, r",5,"Cluster 5 (aws, nlp, c, r, machine learning)"
"Machine Learning Engineer, Level 4","aws, c, machine learning, pytorch, r, scala, spark, tensorflow","aws, c, machine learning, pytorch, r, scala, spark, tensorflow",6,"Cluster 6 (pytorch, tensorflow, c, machine learning, r)"
"Software Engineer, Machine Learning","c, git, java, javascript, machine learning, python, pytorch, r, scala, tensorflow","c, git, java, javascript, machine learning, python, pytorch, r, scala, tensorflow",6,"Cluster 6 (pytorch, tensorflow, c, machine learning, r)"
Data Scientist Level 1,"c, data visualization, machine learning, matlab, python, r, sql","c, data visualization, machine learning, matlab, python, r, sql",1,"Cluster 1 (c, r, data science, machine learning, scala)"
Software Engineer - Onboarding,"c, git, github, mongodb, node.js, r, scala, sql, typescript","c, git, github, mongodb, node.js, r, scala, sql, typescript",1,"Cluster 1 (c, r, data science, machine learning, scala)"
(General Hire) Machine Learning Engineer Intern (Ads Interface) - 2025 Summer (BS/MS),"aws, c, c++, deep learning, linux, machine learning, python, pytorch, r, spark, tensorflow","aws, c, c++, deep learning, linux, machine learning, python, pytorch, r, spark, tensorflow",2,"Cluster 2 (c++, pytorch, c, python, tensorflow)"
Machine Learning Engineer,"c, kubernetes, pytorch, r, scala","c, kubernetes, pytorch, r, scala",3,"Cluster 3 (gcp, kubernetes, aws, azure, docker)"
"Machine Learning Engineer, Forecast Platform","aws, c, machine learning, python, pytorch, r, scikit learn, spark, tensorflow","aws, c, machine learning, python, pytorch, r, scikit learn, spark, tensorflow",6,"Cluster 6 (pytorch, tensorflow, c, machine learning, r)"
"Senior Machine Learning Engineer, Full-time, Days","aws, azure, c, c++, computer vision, databricks, deep learning, docker, gcp, git, github, kubernetes, machine learning, python, pytorch, r, software engineering, spark, sql, tensorflow","aws, azure, c, c++, computer vision, databricks, deep learning, docker, gcp, git, github, kubernetes...",3,"Cluster 3 (gcp, kubernetes, aws, azure, docker)"
"Software Engineer L4/L5, Model Serving Systems, Machine Learning Platform","aws, azure, c, gcp, java, machine learning, r, scala","aws, azure, c, gcp, java, machine learning, r, scala",3,"Cluster 3 (gcp, kubernetes, aws, azure, docker)"
Jr. Software Engineer - Python,"aws, c, git, github, java, javascript, python, r, sql","aws, c, git, github, java, javascript, python, r, sql",1,"Cluster 1 (c, r, data science, machine learning, scala)"
Machine Learning Engineer,"c, databases, deep learning, machine learning, nlp, pytorch, r, tensorflow","c, databases, deep learning, machine learning, nlp, pytorch, r, tensorflow",6,"Cluster 6 (pytorch, tensorflow, c, machine learning, r)"
"Machine Learning Engineer, AGIF | Finetuning","aws, c, r","aws, c, r",5,"Cluster 5 (aws, nlp, c, r, machine learning)"
"Machine Learning Engineer, AI Decisioning","c, databases, machine learning, r","c, databases, machine learning, r",1,"Cluster 1 (c, r, data science, machine learning, scala)"
Machine Learning Engineering Graduate (ML Engineer - Local Services Search) - 2025 Start (BS/MS),"aws, c, deep learning, linux, machine learning, nlp, r","aws, c, deep learning, linux, machine learning, nlp, r",5,"Cluster 5 (aws, nlp, c, r, machine learning)"
AI Software Engineer,"aws, c, c++, computer vision, machine learning, python, pytorch, r, scala, software engineering","aws, c, c++, computer vision, machine learning, python, pytorch, r, scala, software engineering",2,"Cluster 2 (c++, pytorch, c, python, tensorflow)"
Machine Learning Engineer - TikTok Search Business,"aws, c, c++, java, machine learning, nlp, python, r, scala","aws, c, c++, java, machine learning, nlp, python, r, scala",5,"Cluster 5 (aws, nlp, c, r, machine learning)"
Machine Learning Engineer - LLMs,"c, databases, docker, machine learning, nlp, python, pytorch, r, software engineering, tensorflow","c, databases, docker, machine learning, nlp, python, pytorch, r, software engineering, tensorflow",6,"Cluster 6 (pytorch, tensorflow, c, machine learning, r)"
"Machine Learning Engineer, GenAI Technology","c, c++, java, machine learning, python, pytorch, r, scala, tensorflow","c, c++, java, machine learning, python, pytorch, r, scala, tensorflow",2,"Cluster 2 (c++, pytorch, c, python, tensorflow)"
Machine Learning Engineer,"c, deep learning, large language models, machine learning, python, pytorch, r, tensorflow","c, deep learning, large language models, machine learning, python, pytorch, r, tensorflow",4,"Cluster 4 (large language models, scala, c, aws, r)"
Software Engineer – General (new grad / early career),"aws, azure, c, c++, cloud computing, databases, git, java, javascript, mysql, r, scala, sql, typescript","aws, azure, c, c++, cloud computing, databases, git, java, javascript, mysql, r, scala, sql, typescr...",1,"Cluster 1 (c, r, data science, machine learning, scala)"
Machine Learning Engineer (Google Cloud Platform),"c, c++, docker, gcp, git, kubernetes, machine learning, python, r, software engineering","c, c++, docker, gcp, git, kubernetes, machine learning, python, r, software engineering",3,"Cluster 3 (gcp, kubernetes, aws, azure, docker)"
Software Engineer (Machine Learning),"aws, c, data science, gcp, git, java, linux, machine learning, neural networks, nlp, python, r, scala, software engineering, spark, sql, statistical modeling","aws, c, data science, gcp, git, java, linux, machine learning, neural networks, nlp, python, r, scal...",1,"Cluster 1 (c, r, data science, machine learning, scala)"
"Software Engineer, Machine Learning","c, git, java, javascript, machine learning, python, pytorch, r, scala, tensorflow","c, git, java, javascript, machine learning, python, pytorch, r, scala, tensorflow",6,"Cluster 6 (pytorch, tensorflow, c, machine learning, r)"
Machine Learning Engineer - TikTok Content Ecology,"aws, c, c++, computer vision, deep learning, machine learning, nlp, python, pytorch, r, tensorflow","aws, c, c++, computer vision, deep learning, machine learning, nlp, python, pytorch, r, tensorflow",2,"Cluster 2 (c++, pytorch, c, python, tensorflow)"
AI Machine Learning Engineer,"aws, azure, c, data science, gcp, git, machine learning, r","aws, azure, c, data science, gcp, git, machine learning, r",3,"Cluster 3 (gcp, kubernetes, aws, azure, docker)"
"Machine Learning Engineer, Level 5","aws, c, machine learning, pytorch, r, scala, spark, tensorflow","aws, c, machine learning, pytorch, r, scala, spark, tensorflow",6,"Cluster 6 (pytorch, tensorflow, c, machine learning, r)"
Machine Learning Engineer,"c, c++, deep learning, machine learning, python, pytorch, r, software engineering, tensorflow","c, c++, deep learning, machine learning, python, pytorch, r, software engineering, tensorflow",2,"Cluster 2 (c++, pytorch, c, python, tensorflow)"
"Machine Learning, Software Engineer","aws, azure, c, databases, gcp, machine learning, nlp, python, pytorch, r, scala, tensorflow","aws, azure, c, databases, gcp, machine learning, nlp, python, pytorch, r, scala, tensorflow",3,"Cluster 3 (gcp, kubernetes, aws, azure, docker)"
"Machine Learning Engineer, AI Platform (FULLY REMOTE, USA ONLY)","aws, azure, c, databases, docker, gcp, git, kubernetes, machine learning, python, pytorch, r, scala, software engineering, sql, tensorflow","aws, azure, c, databases, docker, gcp, git, kubernetes, machine learning, python, pytorch, r, scala,...",3,"Cluster 3 (gcp, kubernetes, aws, azure, docker)"
"Machine Learning Engineer, Adobe Firefly Services","aws, c, diffusion models, git, kubernetes, machine learning, python, pytorch, r, scala, transformers","aws, c, diffusion models, git, kubernetes, machine learning, python, pytorch, r, scala, transformers",3,"Cluster 3 (gcp, kubernetes, aws, azure, docker)"
