Intern ID,Skills_Text
intern_0294,"angular 7.0, css, flutter, html, javascript, typescript"
intern_0295,"big data analytics, c programming, c++ programming, deep learning, django, english proficiency (spoken), javascript, ms-excel, machine learning, mysql, python, deep learning medium, machine learning high, python high"
intern_0296,"c programming, c++ programming, css, data analytics, data science, database management system (dbms), deep learning, html, machine learning, mongodb, natural language processing (nlp), python, sql, deep learning medium, machine learning medium, nlp medium, python medium"
intern_0297,"amazon web services (aws), machine learning, mysql, natural language processing (nlp), power bi, python, machine learning low, nlp low, python low"
intern_0298,"arm microcontroller, analog and digital circuits, embedded systems, matlab, ms-excel, ms-office, ms-powerpoint, pcb design, pcb soldering, vhdl"
intern_0299,"algorithms, css, data structures, django, html, machine learning, neural networks, python, reactjs, machine learning medium, python high"
intern_0300,"css, data analytics, data science, deep learning, django, english proficiency (spoken), english proficiency (written), flask, github, html, ms-excel, ms-office, ms-powerpoint, ms-word, machine learning, mathematics, natural language processing (nlp), power bi, python, r programming, sql, tableau, teaching, deep learning high, machine learning high, nlp medium, python high"
intern_0301,"blogging, c programming, c++ programming, css, canva, creative writing, data science, eclipse (ide), english proficiency (spoken), english proficiency (written), express.js, html, java, javascript, linear programming, ms-excel, ms-word, mongodb, natural language processing (nlp), neural networks, node.js, php, python, reactjs, sql, statistics, ui & ux design, uipath, wordpress, nlp medium, python high"
intern_0302,"c++ programming, ccna, css, deep learning, devops, flutter, html, json, java, javascript, jenkins, jira, ms-excel, manual testing, mysql, php, postman, python, r programming, rest api, sql, selenium, software testing, deep learning high, python high"
intern_0303,"c programming, c++ programming, data structures, english proficiency (spoken), english proficiency (written), spanish proficiency(spoken), spanish proficiency(written)"
intern_0304,
intern_0305,"english proficiency (written), ms-excel, machine learning, python, sql, tableau, machine learning medium, python medium"
intern_0306,"canva, data science, data structures, english proficiency (written), flask, java, ms-excel, ms-powerpoint, machine learning, natural language processing (nlp), python, sql, statistics, machine learning medium, nlp low, python medium"
intern_0307,"deep learning, english proficiency (spoken), machine learning, mathematics, neural networks, opencv, python, sql, statistics, deep learning low, machine learning low, python low"
intern_0308,"c++ programming, css, creative writing, data analytics, data science, data structures, deep learning, django, embedded systems, english proficiency (written), html, java, javascript, machine learning, mongodb, mysql, natural language processing (nlp), node.js, python, rest api, raspberry pi, reactjs, sql, deep learning low, machine learning medium, nlp low, python medium"
intern_0309,"data analytics, data science, ms-excel, machine learning, python, sql, tableau, machine learning high, python medium"
intern_0310,"c programming, c++ programming, css, html, java, javascript, linux, ms-excel, python, python medium"
intern_0311,"c programming, c++ programming, java, ms-powerpoint, ms-word"
intern_0312,"canva, data analytics, data science, english proficiency (spoken), english proficiency (written), latex, ms-excel, ms-powerpoint, ms-word, mathematics, python, r programming, sql, statistical modeling, statistics, python high"
intern_0313,"data analytics, deep learning, machine learning, statistics, deep learning medium, machine learning medium"
intern_0314,"adobe photoshop, css, deep learning, figma, git bash, html, java, javascript, machine learning, mongodb, mysql, natural language processing (nlp), neural networks, node.js, python, deep learning low, machine learning low, nlp low, python medium"
intern_0315,
intern_0316,"algorithms, c++ programming, css, data structures, express.js, html, javascript, mongodb, mysql, node.js, python, reactjs, sql, python medium"
intern_0317,"c programming, css, data analytics, data science, deep learning, english proficiency (written), html, javascript, ms-excel, ms-office, ms-word, machine learning, mysql, python, deep learning low, machine learning low, python medium"
intern_0318,"computer vision, data analytics, data science, deep learning, machine learning, mathematics, natural language processing (nlp), tableau, deep learning medium, machine learning medium, nlp medium, python high"
intern_0319,"computer vision, data analytics, data science, deep learning, fastapi, git, github, java, ms-excel, ms-office, machine learning, mathematics, natural language processing (nlp), power bi, python, r programming, sql, statistics, tableau, deep learning low, machine learning medium, nlp low, python medium"
intern_0320,"android, c programming, computer vision, data structures, image processing, java, ms-excel, ms-office, ms-powerpoint, python, python medium"
intern_0321,"c programming, deep learning, english proficiency (spoken), ms-excel, machine learning, mysql, power bi, python, tableau, deep learning medium, machine learning medium, python high"
intern_0322,"data science, sql, python medium"
intern_0323,
intern_0324,"artificial intelligence, computer vision, data science, machine learning, natural language processing (nlp), machine learning medium, nlp medium, python high"
intern_0325,"amazon web services (aws), data analytics, deep learning, hadoop, ms-excel, machine learning, mysql, python, tableau, deep learning low, machine learning medium, python medium"
intern_0326,"algorithms, css, computer vision, data analytics, data science, data structures, deep learning, django, github, html, javascript, machine learning, mongodb, mysql, opencv, postgresql, python, sql, deep learning high, machine learning medium, python high"
intern_0327,
intern_0328,"c programming, c++ programming, data structures, deep learning, devops, ethical hacking, linux, machine learning, natural language processing (nlp), python, sql, deep learning medium, machine learning low, nlp medium, python medium"
intern_0329,"css, computer vision, data analytics, database management system (dbms), deep learning, html, java, ms-excel, machine learning, mysql, python, sql, software testing, statistics, tableau, deep learning medium, machine learning medium, python high"
intern_0330,"c programming, c++ programming, css, creative writing, english proficiency (spoken), english proficiency (written), figma, html, hindi proficiency (spoken), hindi proficiency (written), java, javascript, machine learning, python, machine learning low, python medium"
intern_0331,"deep learning, image processing, matlab, neural networks, python, deep learning medium, python high"
intern_0332,"adobe illustrator, adobe photoshop, bootstrap, c programming, css, content writing, english proficiency (spoken), git, github, html, java, javascript, latex, matlab, ms-excel, ms-office, ms-powerpoint, ms-word, machine learning, music, photography, python, sql, vs code, machine learning low, python low"
intern_0333,"algorithms, c++ programming, css, data structures, deep learning, html, machine learning, python, deep learning medium, machine learning medium, python medium"
intern_0334,"data science, flask, java, machine learning, natural language processing (nlp), power bi, python, sql, machine learning medium, nlp low, python medium"
intern_0335,"c programming, c++ programming, css, english proficiency (spoken), english proficiency (written), guitar, html, javascript, ms-excel, ms-powerpoint, ms-word, machine learning, marathi proficiency(spoken), music, php, python, r programming, visual basic (vb), machine learning medium, python medium"
intern_0336,"c programming, c++ programming, data analytics, data science, data structures, english proficiency (spoken), english proficiency (written), hindi proficiency (spoken), hindi proficiency (written), ms-excel, ms-office, ms-powerpoint, ms-word, machine learning, python, machine learning low, python low"
intern_0337,"amazon web services (aws), data analytics, data science, hadoop, ms-excel, machine learning, natural language processing (nlp), python, sql, statistical modeling, tableau, machine learning medium, nlp medium, python medium"
intern_0338,
intern_0339,
intern_0340,"c programming, css, database management system (dbms), flask, github, html, javascript, mysql, python, reactjs, sql, python medium"
intern_0341,"artificial intelligence, c++ programming, data structures, machine learning, python, machine learning low, python medium"
intern_0342,"arduino, big data analytics, css, cloud computing, computer networks, computer vision, content writing, data structures, database management system (dbms), deep learning, embedded systems, html, internet of things (iot), interpersonal skills, javascript, ms-excel, ms-office, ms-powerpoint, machine learning, neural networks, node.js, project management, python, raspberry pi, react native, sql, search engine optimization (seo), software testing, time management, video editing, deep learning medium, machine learning medium, python medium"
intern_0343,"algorithms, c++ programming, data structures, figma, firebase, flutter, linux, node.js, project management, python, software testing, python medium"
intern_0344,"c++ programming, css, data structures, database management system (dbms), html, java, javascript, linux, mysql, python, sql, python medium"
intern_0345,"html, java, machine learning, python, sql, machine learning medium, python medium"
intern_0346,"data analytics, ms-excel, machine learning, mysql, python, sql, statistics, tableau, machine learning medium, python medium"
intern_0347,"css, english proficiency (spoken), english proficiency (written), html, python, python medium"
intern_0348,"artificial intelligence, bootstrap, c++ programming, css, cloud computing, data structures, django, english proficiency (spoken), english proficiency (written), flask, git, git bash, github, html, heroku, java, javascript, ms-office, machine learning, mongodb, mysql, natural language processing (nlp), neural networks, nosql, opencv, php, rest api, xml, jquery, machine learning low, nlp medium"
intern_0349,"android, artificial intelligence, c++ programming, data analytics, data science, data structures, deep learning, embedded systems, java, kotlin, ms-excel, machine learning, mysql, python, deep learning medium, machine learning medium, python high"
intern_0350,"java, sql"
intern_0351,"artificial intelligence, css, html, java, javascript, machine learning, sql, machine learning low, python medium"
intern_0352,"angular 7.0, data science, machine learning, machine learning low, python medium"
intern_0353,"artificial intelligence, big data analytics, c programming, c++ programming, computer vision, data analytics, data science, database management system (dbms), deep learning, google cloud computing, machine learning, mathematics, python, statistical modeling, deep learning high, machine learning high, python high"
intern_0354,"android, bootstrap, c programming, c++ programming, css, fl studio (formerly known as fruityloops), html, java, javascript, photography, python, video editing, python medium"
intern_0355,"artificial intelligence, business analysis, computer vision, data analytics, data science, deep learning, ms-excel, ms-office, machine learning, natural language processing (nlp), neural networks, power bi, python, sql, deep learning medium, machine learning high, nlp medium, python high"
intern_0356,"business research, cad, computer networking, english proficiency (spoken), english proficiency (written), ms-excel, ms-office, ms-powerpoint, machine learning, manual testing, time management, machine learning low"
intern_0357,"artificial intelligence, css, data analytics, data science, html, ms-office, machine learning, python, machine learning low, python low"
intern_0358,"c programming, c++ programming, css, data science, english proficiency (spoken), english proficiency (written), html, matlab, machine learning, postgresql, python, sql, wordpress, machine learning medium, python medium"
intern_0359,"computer vision, data science, machine learning, python, video editing, machine learning medium, python medium"
intern_0360,"data analytics, data science, data structures, english proficiency (spoken), hindi proficiency (spoken), image processing, machine learning, natural language processing (nlp), python, r programming, statistical modeling, machine learning high, nlp medium, python high"
intern_0361,"data analytics, data structures, ms-excel, machine learning, mysql, natural language processing (nlp), oracle, python, tableau, machine learning low, nlp low, python medium"
intern_0362,"artificial intelligence, c programming, c++ programming, data science, html, java, linux, python, python medium"
intern_0363,"css, data structures, database management system (dbms), html, java, python, python medium"
intern_0364,"c programming, css, data science, data structures, html, java, javascript, python, python low"
intern_0365,"c++ programming, css, data analytics, data science, html, ms-excel, ms-powerpoint, ms-word, machine learning, power bi, python, sql, machine learning high, python high"
intern_0366,"ms-excel, machine learning, natural language processing (nlp), power bi, python, sql, machine learning medium, nlp medium, python medium"
intern_0367,"ms-excel, machine learning, mysql, power bi, python, machine learning low, python low"
intern_0368,"data science, data structures, python, sql, python medium"
intern_0369,"artificial intelligence, computer vision, data analytics, data science, deep learning, ms-excel, machine learning, natural language processing (nlp), python, sql, statistics, tableau, deep learning medium, machine learning medium, nlp low, python medium"
intern_0370,"asp.net, c programming, c#, c++ programming, css, html, hadoop, java, javascript, mysql, python, sqlite, python medium"
intern_0371,"c programming, c++ programming, data analytics, deep learning, image processing, ms-excel, machine learning, natural language processing (nlp), neural networks, opencv, python, deep learning medium, machine learning medium, nlp medium, python high"
intern_0372,
intern_0373,"c programming, c++ programming, java, machine learning, python, sql, machine learning low, python medium"
intern_0374,"ms-excel, ms-powerpoint, ms-word, python, r programming, sql, python low"
intern_0375,"data analytics, django, html, java, ms-excel, machine learning, python, sql, machine learning low, python medium"
intern_0376,"business analysis, data analytics, data science, ms-excel, machine learning, natural language processing (nlp), neural networks, power bi, python, sql, tableau, machine learning medium, nlp medium, python medium"
intern_0377,"c++ programming, data science, deep learning, django, machine learning, natural language processing (nlp), neural networks, python, sql, deep learning medium, machine learning medium, nlp high, python high"
intern_0378,"content marketing, content writing, creative writing, digital marketing, email marketing, english proficiency (spoken), english proficiency (written), facebook ads, facebook marketing, google adwords, google analytics, ms-excel, ms-office, marketing strategies, search engine marketing (sem), search engine optimization (seo), social media marketing"
intern_0379,"english proficiency (spoken), english proficiency (written), ms-excel, python, r programming, tableau, tally, python low"
intern_0380,"css, data analytics, data science, data structures, deep learning, django, html, ms-excel, machine learning, power bi, python, sql, deep learning medium, machine learning medium, python high"
intern_0381,"data analytics, data science, data structures, database management system (dbms), ms-excel, ms-office, ms-powerpoint, machine learning, natural language processing (nlp), python, sql, tableau, machine learning medium, nlp low, python high"
intern_0382,"machine learning, machine learning medium, python high"
intern_0383,"c programming, computer vision, python, python low"
intern_0384,"c programming, data analytics, data science, data structures, java, ms-excel, ms-office, ms-word, machine learning, natural language processing (nlp), software testing, machine learning medium, nlp low"
intern_0385,"algorithms, c++ programming, data analytics, data science, data structures, ms-excel, machine learning, natural language processing (nlp), product management, python, sql, machine learning medium, nlp medium, python medium"
intern_0386,"c programming, c++ programming, html, java, javascript, python high"
intern_0387,"data science, deep learning, java, machine learning, python, reactjs, deep learning medium, machine learning medium, python medium"
intern_0388,"data analytics, data science, deep learning, ms-excel, ms-office, machine learning, mysql, natural language processing (nlp), neural networks, power bi, python, sql, deep learning low, machine learning medium, nlp low, python medium"
intern_0389,"adobe premiere pro, css, english proficiency (spoken), english proficiency (written), html, ms-excel, ms-office, ms-powerpoint, ms-word, marathi proficiency(spoken), mysql, php, python, report writing, statistical modeling, video editing, python low"
intern_0390,"algorithms, artificial intelligence, c++ programming, deep learning, image processing, machine learning, marketing campaigns, natural language processing (nlp), operations, sql, deep learning medium, machine learning medium, nlp low, python high"
intern_0391,"artificial intelligence, c programming, c++ programming, data analytics, data science, data structures, database management system (dbms), java, javascript, machine learning, node.js, python, reactjs, sql, ui & ux design, machine learning medium, python high"
intern_0392,"data science, ms-excel, ms-office, ms-powerpoint, machine learning, python, sql, tableau, machine learning high, python high"
intern_0393,"computer vision, deep learning, machine learning, deep learning medium, machine learning medium, python high"
intern_0394,"data science, data structures, database management system (dbms), deep learning, machine learning, natural language processing (nlp), photography, python, deep learning low, machine learning low, nlp low, python low"
intern_0395,"bootstrap, c++ programming, css, data science, english proficiency (spoken), english proficiency (written), html, java, javascript, project management, python, reactjs, ui & ux design, python high"
intern_0396,"adobe photoshop, artificial intelligence, c programming, css, copywriting, data science, data structures, database management system (dbms), html, machine learning, php, python, sql, wordpress, machine learning low, python medium"
intern_0397,
intern_0398,
intern_0399,"data analytics, data science, data structures, deep learning, linux, machine learning, natural language processing (nlp), opencv, python, sql, deep learning medium, machine learning medium, nlp medium, python medium"
intern_0400,
intern_0401,"adobe photoshop, algorithms, angular 2.0, angular 7.0, angularjs, artificial intelligence, blogging, bootstrap, c programming, c++ programming, css, computer vision, content writing, creative writing, data analytics, data science, data structures, deep learning, django, english proficiency (spoken), english proficiency (written), figma, github, html, internet of things (iot), java, javascript, latex, matlab, ms sql server, ms-excel, ms-powerpoint, ms-word, machine learning, mathematics, mysql, neural networks, node.js, php, postgresql, python, reactjs, research and analytics, sql, search engine optimization (seo), social media marketing, software testing, tableau, video making, wordpress, deep learning medium, machine learning medium, python medium"
intern_0402,"artificial intelligence, c++ programming, deep learning, machine learning, python, deep learning medium, machine learning medium, python medium"
intern_0403,"android, c programming, c++ programming, cad, css, creative writing, english proficiency (spoken), html, java, javascript, kotlin, machine learning, mysql, photography, python, machine learning low, python medium"
intern_0404,"data analytics, ms-excel, machine learning, python, machine learning medium, python medium"
intern_0405,"computer vision, data analytics, deep learning, english proficiency (spoken), ms-excel, machine learning, natural language processing (nlp), power bi, python, sql, tableau, deep learning medium, machine learning high, nlp medium, python high"
intern_0406,"arcgis, deep learning, git, html, ms-excel, machine learning, map study, natural language processing (nlp), power bi, python, sql, tableau, deep learning medium, machine learning medium, nlp medium, python high"
intern_0407,"ms-excel, machine learning, natural language processing (nlp), python, sql, tableau, machine learning high, nlp medium, python high"
intern_0408,"bootstrap, c programming, c++ programming, css, data structures, html, internet of things (iot), javascript, labview, ms-office, node.js, plc scada, python, sql, jquery, python medium"
intern_0409,"c programming, embedded systems, html, internet of things (iot), ms-word, machine learning, neural networks, python, machine learning high, python medium"
intern_0410,"c programming, css, html, java, php, web application security, wordpress"
intern_0411,"c programming, css, html, java, javascript"
intern_0412,
intern_0413,"algorithms, android, c programming, c++ programming, css, data structures, figma, google cloud computing, html, java, javascript, kotlin, ms-office, machine learning, mysql, python, reactjs, ui & ux design, wordpress, machine learning low, python high"
intern_0414,"css, deep learning, html, javascript, machine learning, php, postgresql, python, sql, deep learning medium, machine learning medium, python medium"
intern_0415,"css, html, java, machine learning, python, machine learning medium, python medium"
intern_0416,"machine learning, machine learning low, python medium"
intern_0417,"ms-excel, mysql, power bi, python, python medium"
intern_0418,"data analytics, data science, deep learning, machine learning, python, r programming, tableau, deep learning medium, machine learning high, python medium"
intern_0419,"c++ programming, css, data analytics, data science, english proficiency (spoken), english proficiency (written), java, javascript, ms-excel, ms-office, ms-powerpoint, ms-word, power bi, research and analytics, statistical modeling, tableau"
intern_0420,"computer vision, deep learning, django, machine learning, opencv, python, rest api, reactjs, deep learning medium, machine learning medium, python medium"
intern_0421,"artificial intelligence, autocad, c programming, css, deep learning, html, java, javascript, machine learning, mysql, natural language processing (nlp), python, r programming, reactjs, deep learning medium, machine learning medium, nlp medium, python medium"
intern_0422,"amazon web services (aws), css, data analytics, data science, database management system (dbms), deep learning, html, heroku, ms-excel, machine learning, microsoft azure, natural language processing (nlp), python, sql, statistics, tableau, deep learning low, machine learning high, nlp medium, python high"
intern_0423,"big data analytics, deep learning, ms-excel, ms-office, machine learning, mathematics, natural language processing (nlp), opencv, power bi, python, r programming, sql, statistical modeling, tableau, deep learning high, machine learning high, nlp high, python high"
intern_0424,"ms-office, machine learning, natural language processing (nlp), python, r programming, sql, machine learning low, nlp low, python medium"
intern_0425,"machine learning, python, machine learning medium, python medium"
intern_0426,"data structures, html, java, machine learning, python, sql, machine learning medium, python high"
intern_0427,"ms-excel, machine learning, mysql, natural language processing (nlp), python, statistics, tableau, machine learning medium, nlp low, python medium"
intern_0428,"ms-excel, machine learning, power bi, python, machine learning low, python medium"
intern_0429,"c programming, css, html, java, ms-office, mysql, python, tableau, wordpress, python medium"
intern_0430,"data science, deep learning, effective communication, html, ms-excel, machine learning, power bi, python, r programming, deep learning medium, machine learning medium, python medium"
intern_0431,"css, computer vision, data science, deep learning, flask, html, javascript, machine learning, natural language processing (nlp), python, deep learning medium, machine learning medium, nlp low, python high"
intern_0432,"data analytics, data science, data structures, database management system (dbms), deep learning, django, html, java, machine learning, natural language processing (nlp), neural networks, postgresql, python, tableau, deep learning low, machine learning medium, nlp medium, python medium"
intern_0433,"data science, data structures, deep learning, java, machine learning, mysql, natural language processing (nlp), python, tableau, deep learning low, machine learning high, nlp medium, python high"
intern_0434,"machine learning, natural language processing (nlp), power bi, python, sql, machine learning low, nlp low, python low"
intern_0435,"english proficiency (spoken), english proficiency (written), ms-excel, mathematics, python, r programming, python medium"
intern_0436,"autocad, autodesk inventor, c programming, inkscape, latex, matlab, power bi, python, sql, solidworks, python high"
intern_0437,"c++ programming, css, data structures, django, flask, html, javascript, machine learning, mongodb, product lifecycle management(plm), project management, python, rest api, reactjs, sql, machine learning medium, python medium"
intern_0438,
intern_0439,"ajax, artificial intelligence, c programming, c++ programming, css, data structures, database management system (dbms), english proficiency (spoken), english proficiency (written), html, java, javascript, machine learning, php, python, reactjs, machine learning medium, python medium"
intern_0440,
intern_0441,"data analytics, data science, deep learning, ms-office, machine learning, python, tableau, deep learning low, machine learning low, python low"
intern_0442,"c++ programming, computer vision, data analytics, data science, data structures, deep learning, english proficiency (spoken), ms-excel, machine learning, mysql, power bi, python, reactjs, sql, tableau, deep learning low, machine learning medium, python low, web3.js"
intern_0443,"ms-excel, mysql, power bi, python, tableau, python medium"
intern_0444,"c programming, content writing, creative writing, english proficiency (written), python, python medium"
intern_0445,"c++ programming, html, java, photography, python, sql, python low"
intern_0446,".net, adobe xd, amazon web server (aws), android, artificial intelligence, blogging, c programming, c#, c#.net, c++ programming, css, cloud computing, computer vision, creative writing, data analytics, data science, data structures, deep learning, design thinking, digital marketing, english proficiency (spoken), english proficiency (written), figma, firebase, flutter, github, google adwords, html, java, javascript, kotlin, linux, ms-excel, machine learning, mathematics, natural language processing (nlp), neural networks, node.js, online teaching, opencv, power bi, python, r programming, rest api, react native, reactjs, research and analytics, scss, sql, search engine optimization (seo), shell scripting, social media marketing, subject matter expert (sme), teaching, typescript, ui & ux design, unity 3d, unity engine, unreal engine, vue js, web application security, deep learning medium, ios, machine learning high, nlp medium, python high"
intern_0447,"bootstrap, data analytics, html, javascript, ms-excel, python, python medium"
intern_0448,"c programming, c++ programming, ms-excel, python, python high"
intern_0449,"artificial intelligence, c programming, c++ programming, computer vision, data analytics, data science, data structures, database management system (dbms), deep learning, java, ms-excel, machine learning, natural language processing (nlp), neural networks, node.js, python, sql, deep learning high, machine learning high, nlp medium, python medium"
intern_0450,
intern_0451,"html, java, machine learning, python, sql, machine learning low, python medium"
intern_0452,
intern_0453,"deep learning, ms-excel, ms-powerpoint, machine learning, python, sql, tableau, deep learning low, machine learning medium, python medium"
intern_0454,"c programming, css, data science, django, git, html, machine learning, natural language processing (nlp), postgresql, python, machine learning low, nlp low, python low"
intern_0455,"c++ programming, data science, data structures, database management system (dbms), deep learning, english proficiency (spoken), english proficiency (written), hindi proficiency (spoken), hindi proficiency (written), java, machine learning, natural language processing (nlp), python, reactjs, deep learning medium, machine learning medium, nlp medium, python high"
intern_0456,"amazon web server (aws), data science, data structures, deep learning, fastapi, machine learning, natural language processing (nlp), python, deep learning medium, machine learning medium, nlp low, python medium"
intern_0457,
intern_0458,"blockchain, data analytics, ms-excel, python, tableau, python medium"
intern_0459,"data analytics, ms-excel, ms-office, python, python low"
intern_0460,"deep learning, machine learning, natural language processing (nlp), python, sql, deep learning low, machine learning medium, nlp low, python low"
intern_0461,
intern_0462,"data analytics, data science, deep learning, ms-excel, machine learning, mysql, natural language processing (nlp), power bi, python, sql, statistics, tableau, deep learning high, machine learning medium, nlp medium, python medium"
intern_0463,python low
intern_0464,"c++ programming, css, data analytics, data structures, html, javascript, python, python medium"
intern_0465,
intern_0466,"c programming, c++ programming, ci/cd, computer vision, data analytics, data science, data structures, database management system (dbms), deep learning, docker, flask, git, java, javascript, linux, ms-excel, machine learning, mongodb, natural language processing (nlp), nosql, opencv, python, r programming, sql, deep learning high, machine learning high, nlp high, python high"
intern_0467,"c programming, data science, deep learning, machine learning, mysql, python, deep learning medium, machine learning medium, python low"
intern_0468,"css, data analytics, data science, django, economics, financial modeling, flask, html, javascript, ms-excel, ms-powerpoint, machine learning, mathematics, power bi, python, reactjs, sql, tailwind css, typescript, machine learning medium, python high"
intern_0469,"adobe photoshop, algorithms, autocad, c programming, c++ programming, creative writing, data analytics, data science, data structures, database management system (dbms), deep learning, english proficiency (spoken), english proficiency (written), korean proficiency (spoken), korean proficiency (written), ms-powerpoint, machine learning, mysql, natural language processing (nlp), painting, python, sketching, wordpress, deep learning low, machine learning medium, nlp low, python medium"
intern_0470,"c++ programming, data analytics, machine learning, python, machine learning low, python medium"
intern_0471,"power bi, python, sql, python low"
intern_0472,"css, data analytics, data science, data structures, deep learning, english proficiency (spoken), english proficiency (written), html, java, javascript, ms-excel, machine learning, php, power bi, python, sql, tableau, deep learning low, machine learning medium, python medium"
intern_0473,"deep learning, ms-excel, machine learning, mysql, power bi, python, statistics, deep learning medium, machine learning medium, python medium"
intern_0474,"c programming, creative writing, data science, data structures, database management system (dbms), english proficiency (spoken), english proficiency (written), html, machine learning, neural networks, nosql, node.js, python, reactjs, sql, unix, machine learning medium, python medium"
intern_0475,"c programming, c++ programming, html, java, matlab, machine learning, mysql, oracle, python, sql, stata, machine learning low, python medium"
intern_0476,"c programming, deep learning, ms-excel, ms-office, machine learning, natural language processing (nlp), neural networks, python, deep learning low, machine learning medium, nlp low, python medium"
intern_0477,"c programming, c++ programming, data analytics, data science, data structures, deep learning, english proficiency (spoken), english proficiency (written), machine learning, neural networks, sql, deep learning medium, machine learning medium, python high"
intern_0478,
intern_0479,"autocad, c programming, c++ programming, data analytics, data science, data structures, deep learning, github, ms-excel, machine learning, mysql, natural language processing (nlp), power bi, python, sql, tableau, deep learning low, machine learning medium, nlp low, python medium"
intern_0480,"bootstrap, c++ programming, css, data analytics, data science, deep learning, english proficiency (spoken), english proficiency (written), html, latex, matlab, ms-excel, machine learning, natural language processing (nlp), python, deep learning medium, machine learning medium, nlp medium, python medium"
intern_0481,"computer vision, data analytics, deep learning, machine learning, opencv, python, sql, deep learning medium, machine learning medium, python medium"
intern_0482,"c++ programming, data science, data structures, deep learning, machine learning, natural language processing (nlp), neural networks, python, stock trading, deep learning low, machine learning medium, nlp low, python medium"
intern_0483,"amazon web services (aws), artificial intelligence, data analytics, data science, data structures, database management system (dbms), deep learning, django, english proficiency (spoken), english proficiency (written), javascript, ms-excel, machine learning, natural language processing (nlp), opencv, power bi, python, research and analytics, sql, tableau, deep learning medium, machine learning medium, nlp high, python high"
intern_0484,"css, database testing, english proficiency (spoken), english proficiency (written), gui testing, git, github, html, java, javascript, jira, ms-office, manual testing, mysql, postman, quality assurance/quality control (qa/qc), selenium, software testing, time management"
intern_0485,c programming
intern_0486,"computer vision, data science, java, javascript, machine learning, machine learning medium, python high"
intern_0487,"cloud computing, data analytics, data science, english proficiency (spoken), english proficiency (written), hindi proficiency (spoken), hindi proficiency (written), ms-excel, ms-office, ms-word, machine learning, power bi, python, r programming, research and analytics, sql, statistics, tableau, machine learning high, python medium"
intern_0488,"data analytics, data science, ms-excel, machine learning, python, machine learning low, python low"
intern_0489,"matlab, ms-excel, mysql, power bi, python, python medium"
intern_0490,"artificial intelligence, html, machine learning, python, machine learning medium, python low"
intern_0491,"artificial intelligence, big data analytics, bengali proficiency (spoken), business analysis, computer vision, data analytics, data science, english proficiency (written), machine learning, mysql, natural language processing (nlp), python, statistical modeling, machine learning medium, nlp medium, python medium"
intern_0492,"django, python medium"
intern_0493,"data science, deep learning, ms-excel, machine learning, power bi, python, deep learning low, machine learning high, python medium"
intern_0494,"artificial intelligence, data analytics, deep learning, ms-excel, machine learning, natural language processing (nlp), power bi, python, sql, deep learning medium, machine learning medium, nlp medium, python medium"
intern_0495,"amazon web services (aws), data analytics, data science, database management system (dbms), deep learning, ms-excel, machine learning, mongodb, natural language processing (nlp), power bi, python, sql, tableau, wordpress, deep learning medium, machine learning medium, nlp low, python medium"
intern_0496,"artificial intelligence, data analytics, data science, deep learning, ms-excel, ms-office, machine learning, natural language processing (nlp), neural networks, python, sql, deep learning low, machine learning medium, nlp medium, python medium"
intern_0497,"data analytics, data structures, machine learning, python, machine learning medium, python medium"
intern_0498,"c++ programming, css, data analytics, html, javascript, machine learning, python, machine learning medium, python medium"
intern_0499,
intern_0500,"artificial intelligence, c++ programming, computer vision, deep learning, english proficiency (spoken), english proficiency (written), machine learning, python, deep learning medium, machine learning medium, python medium"
intern_0501,"artificial intelligence, big data analytics, c programming, c++ programming, computer networks, data analytics, data science, data structures, database management system (dbms), deep learning, html, internet of things (iot), java, javascript, matlab, ms-excel, machine learning, natural language processing (nlp), python, sqlite, deep learning high, machine learning high, nlp medium, python high"
intern_0502,"algorithms, amazon web server (aws), amazon web services (aws), american english, artificial intelligence, business analysis, c++ programming, computer vision, data analytics, data science, data structures, database management system (dbms), deep learning, django, english proficiency (spoken), english proficiency (written), flask, google analytics, hadoop, image processing, java, javascript, ms-excel, ms-office, ms-powerpoint, machine learning, mathematics, mongodb, mysql, natural language processing (nlp), neural networks, nosql, node.js, opencv, power bi, python, r programming, rest api, report writing, research and analytics, sql, statistical modeling, tableau, deep learning medium, machine learning medium, nlp medium, python high"
intern_0503,"c programming, c++ programming, creative writing, english proficiency (written), java, mysql, python, python low"
intern_0504,"artificial intelligence, c programming, c++ programming, data analytics, data science, database management system (dbms), deep learning, java, machine learning, neural networks, python, deep learning low, machine learning medium, python medium"
intern_0505,"data analytics, data science, deep learning, java, machine learning, neural networks, python, deep learning low, machine learning low, python medium"
intern_0506,"data analytics, data science, ms-excel, machine learning, sql, machine learning low, python medium"
intern_0507,"c programming, c++ programming, data science, python, tableau, python medium"
intern_0508,"java, machine learning, r programming, sql, machine learning medium, python high"
intern_0509,
intern_0510,"algorithms, android, data structures, machine learning, machine learning medium, python high"
intern_0511,"arduino, data analytics, data science, django, machine learning, mysql, power bi, python, raspberry pi, tableau, machine learning medium, python high"
intern_0512,"android, c programming, c++ programming, css, cloud computing, html, java, javascript, mysql, node.js, python, reactjs, python low"
intern_0513,"blogging, c programming, c++ programming, css, data science, data structures, english proficiency (spoken), english proficiency (written), flask, html, java, javascript, ms-excel, ms-office, ms-word, machine learning, mathematics, natural language processing (nlp), php, python, r programming, sql, search engine optimization (seo), wordpress, jquery, machine learning medium, nlp medium, python medium"
